"converted_date","first_name","last_name","hire_date"
"1986-02-18","Mohammad","Aingworth","2/18/1986"
"1986-09-28","Alper","Rodham","9/28/1986"
"1986-12-12","Heon","Baranowski","12/12/1986"
"1986-05-01","Sadun","Peltason","5/1/1986"
"1986-05-15","Zhensheng","Zizka","5/15/1986"
"1986-01-18","Doowon","Garigliano","1/18/1986"
"1986-10-06","Feixiong","Pietrzykowski","10/6/1986"
"1986-09-19","Haldun","Grandbois","9/19/1986"
"1986-02-25","JoAnne","Melichar","2/25/1986"
"1986-12-19","Weiye","Baezner","12/19/1986"
"1986-05-21","Navid","Klyachko","5/21/1986"
"1986-05-27","Domenico","Zobel","5/27/1986"
"1986-12-15","Hausi","Syrzycki","12/15/1986"
"1986-12-24","Atreye","Hedayat","12/24/1986"
"1986-03-22","Billur","Rande","3/22/1986"
"1986-01-22","Uwe","Honiden","1/22/1986"
"1986-08-23","Akemi","Picco","8/23/1986"
"1986-08-31","Chrisa","Bouloucos","8/31/1986"
"1986-03-09","Ziyad","Gecsei","3/9/1986"
"1986-02-24","Angus","Gubsky","2/24/1986"
"1986-12-31","Zvonko","Baalen","12/31/1986"
"1986-03-02","Hidde","Birke","3/2/1986"
"1986-03-17","Toshiki","Plump","3/17/1986"
"1986-07-22","Jungsoon","Garrabrants","7/22/1986"
"1986-12-04","Nevio","Ritcey","12/4/1986"
"1986-08-08","Oksana","Constantine","8/8/1986"
"1986-05-14","Christfried","Conta","5/14/1986"
"1986-05-31","Huican","Nyrup","5/31/1986"
"1986-08-06","Uzi","Schaaf","8/6/1986"
"1986-05-27","Piyush","Rusterholz","5/27/1986"
"1986-08-27","Sverrir","Egerstedt","8/27/1986"
"1986-03-15","Cristinel","Zielinski","3/15/1986"
"1986-01-19","Idoia","Ramsey","1/19/1986"
"1986-03-01","Shai","Azevdeo","3/1/1986"
"1986-05-16","Moss","Desikan","5/16/1986"
"1986-01-05","Ziyad","Birge","1/5/1986"
"1986-02-05","Subhankar","Zolotykh","2/5/1986"
"1986-06-15","Yongmao","Conti","6/15/1986"
"1986-12-12","JoAnna","Malabarba","12/12/1986"
"1986-04-29","Vishv","Duclos","4/29/1986"
"1986-08-18","Seongbin","Zeleznik","8/18/1986"
"1986-03-07","Gunilla","Pileggi","3/7/1986"
"1986-06-16","Geoff","Schach","6/16/1986"
"1986-11-23","Shahar","Magalhaes","11/23/1986"
"1986-04-06","Remzi","Mitzlaff","4/6/1986"
"1986-12-24","JoAnne","Ibel","12/24/1986"
"1986-05-14","Kyoichi","Wielonsky","5/14/1986"
"1986-09-09","Katsuyuki","Cmelik","9/9/1986"
"1986-05-19","Sajjad","Schiettecatte","5/19/1986"
"1986-08-29","Vasilii","Ghazalie","8/29/1986"
"1986-06-27","Atreyi","Klassen","6/27/1986"
"1986-07-10","Gaetan","Gopalakrishnan","7/10/1986"
"1986-02-23","Tomofumi","Schmittgen","2/23/1986"
"1986-09-04","Ravishankar","Savasere","9/4/1986"
"1986-09-20","IEEE","Vilarrasa","9/20/1986"
"1986-07-31","Menkae","Norsworthy","7/31/1986"
"1986-08-07","Pragnesh","Baig","8/7/1986"
"1986-09-03","Sailaja","Vesna","9/3/1986"
"1986-08-08","Heon","Rodite","8/8/1986"
"1986-07-30","Sanjai","Munke","7/30/1986"
"1986-07-28","Guttorm","Morrey","7/28/1986"
"1986-03-23","Barna","Cusworth","3/23/1986"
"1986-05-06","Mona","Zirintsis","5/6/1986"
"1986-05-22","Jacqueline","Bernatsky","5/22/1986"
"1986-09-15","Weiyi","Sewelson","9/15/1986"
"1986-01-11","Arto","Dengi","1/11/1986"
"1986-08-15","Kauko","Francisci","8/15/1986"
"1986-05-07","Michaela","Tsukuda","5/7/1986"
"1986-10-14","Make","Tomescu","10/14/1986"
"1986-09-07","Vishu","Genther","9/7/1986"
"1986-05-17","Shuho","Picaronny","5/17/1986"
"1986-12-27","Herb","Flexer","12/27/1986"
"1986-06-23","Moie","Siksek","6/23/1986"
"1986-12-26","Xuejia","Welham","12/26/1986"
"1986-07-22","Christophe","Rodiger","7/22/1986"
"1986-02-10","Tsz","Zongker","2/10/1986"
"1986-01-28","Rajmohan","Rebaine","1/28/1986"
"1986-04-20","Mariangiola","Tischendorf","4/20/1986"
"1986-02-04","Taegyun","Zschoche","2/4/1986"
"1986-11-26","Weicheng","Maccarone","11/26/1986"
"1986-06-25","Somnath","Motley","6/25/1986"
"1986-08-08","Wonhee","Uhrig","8/8/1986"
"1986-01-27","Haldun","Syang","1/27/1986"
"1986-12-17","Divine","Birdsall","12/17/1986"
"1986-11-22","Abdulla","Lipner","11/22/1986"
"1986-09-22","Chaoyi","Servieres","9/22/1986"
"1986-01-21","Kyoichi","Boreale","1/21/1986"
"1986-05-28","Sugwoo","Tetzlaff","5/28/1986"
"1986-10-27","Theirry","Luan","10/27/1986"
"1986-01-06","Bernt","Menyhert","1/6/1986"
"1986-12-15","Tremaine","Kandlur","12/15/1986"
"1986-01-12","Bangqing","Talmon","1/12/1986"
"1986-04-17","Babette","Molberg","4/17/1986"
"1986-06-16","Lena","Krichel","6/16/1986"
"1986-07-25","Irene","Rassart","7/25/1986"
"1986-09-02","Sarita","Stenning","9/2/1986"
"1986-02-22","Mansur","Marzano","2/22/1986"
"1986-11-08","Phuoc","Lanphier","11/8/1986"
"1986-08-14","Haldun","Zlotek","8/14/1986"
"1986-09-29","Jinxi","Vickson","9/29/1986"
"1986-07-07","Percy","Gerlach","7/7/1986"
"1986-09-03","Kristen","Walstra","9/3/1986"
"1986-08-20","Hyuckchul","Zucker","8/20/1986"
"1986-05-07","Zine","Schwaller","5/7/1986"
"1986-08-09","Kazunori","Heiserman","8/9/1986"
"1986-04-10","Naraig","Zschoche","4/10/1986"
"1986-10-09","Mantis","Glowinski","10/9/1986"
"1986-10-21","Chikara","Morrow","10/21/1986"
"1986-02-10","Yucel","Babb","2/10/1986"
"1986-04-14","JiYoung","Boissier","4/14/1986"
"1986-08-17","Eishiro","Garigliano","8/17/1986"
"1986-11-15","Jinya","Otillio","11/15/1986"
"1986-05-04","Wojceich","Yoshizawa","5/4/1986"
"1986-09-24","Xianlong","Halevi","9/24/1986"
"1986-07-28","Huiqun","Bharadwaj","7/28/1986"
"1986-08-26","Serap","Vanwelkenhuysen","8/26/1986"
"1986-05-28","Stabislas","Luga","5/28/1986"
"1986-08-25","Pintsang","Heping","8/25/1986"
"1986-03-12","Uriel","Heystek","3/12/1986"
"1986-11-06","Snehasis","Wiegley","11/6/1986"
"1986-08-09","Toshimitsu","Ozeri","8/9/1986"
"1986-12-28","Feiyu","Oxenboll","12/28/1986"
"1986-07-28","Serap","Zultner","7/28/1986"
"1986-12-22","Shin","Larfeldt","12/22/1986"
"1986-12-13","Yunming","Lienhardt","12/13/1986"
"1986-08-07","Suzette","Hinsberger","8/7/1986"
"1986-02-01","Franziska","Iivonen","2/1/1986"
"1986-09-28","Jordanka","Rajala","9/28/1986"
"1986-06-08","Lenore","Hanratty","6/8/1986"
"1986-08-24","Macha","Bala","8/24/1986"
"1986-04-12","Collette","Irland","4/12/1986"
"1986-06-19","Douadi","Baez","6/19/1986"
"1986-01-06","Tomokazu","Furudate","1/6/1986"
"1986-10-13","Perla","Khalid","10/13/1986"
"1986-01-05","Phuoc","Gruenwald","1/5/1986"
"1986-05-26","Angel","Perry","5/26/1986"
"1986-08-06","Amstein","Nilsson","8/6/1986"
"1986-10-28","Khosrow","Alpin","10/28/1986"
"1986-05-20","Jacqueline","Thummel","5/20/1986"
"1986-01-31","Khalil","Rubsam","1/31/1986"
"1986-06-15","Adamantios","Driscoll","6/15/1986"
"1986-01-15","Lubomir","Bridgland","1/15/1986"
"1986-08-17","Yakkov","Pehl","8/17/1986"
"1986-12-04","Aron","Cesareni","12/4/1986"
"1986-01-26","Wilmer","Molenkamp","1/26/1986"
"1986-07-27","Arunachalam","Thebaut","7/27/1986"
"1986-09-13","Adib","Stassinopoulos","9/13/1986"
"1986-04-12","Kayoko","Eppinger","4/12/1986"
"1986-01-08","Berhard","Daescu","1/8/1986"
"1986-01-01","Zita","Shobatake","1/1/1986"
"1986-04-04","Kaijung","Walstra","4/4/1986"
"1986-09-25","Bluma","Zyda","9/25/1986"
"1986-12-31","Srinidhi","Pero","12/31/1986"
"1986-02-08","Adil","Ghemri","2/8/1986"
"1986-08-10","Subhash","Murtafg","8/10/1986"
"1986-03-02","Sachio","Pocchiola","3/2/1986"
"1986-06-05","Lunjin","Demeyer","6/5/1986"
"1986-09-23","Mart","Sabnani","9/23/1986"
"1986-02-26","Zsolt","Berendt","2/26/1986"
"1986-07-03","Rafail","Gniady","7/3/1986"
"1986-01-20","Georgy","Hammerschmidt","1/20/1986"
"1986-04-26","Bernd","Vidya","4/26/1986"
"1986-04-07","Arve","Benaini","4/7/1986"
"1986-01-23","Barry","Geffroy","1/23/1986"
"1986-06-24","Eldridge","Eldridge","6/24/1986"
"1986-07-09","Kazuhisa","Demke","7/9/1986"
"1986-08-04","Oscal","Farrag","8/4/1986"
"1986-05-07","Satyanarayana","Rosar","5/7/1986"
"1986-04-29","Iara","Skrikant","4/29/1986"
"1986-06-09","Navin","Chenoweth","6/9/1986"
"1986-06-10","Martial","Wolniewicz","6/10/1986"
"1986-07-25","Tetsurou","Chandrasekhar","7/25/1986"
"1986-03-14","Mokhtar","Chinin","3/14/1986"
"1986-03-14","Rosalyn","Benzmuller","3/14/1986"
"1986-09-15","Radhakrishnan","Himler","9/15/1986"
"1986-01-30","Takahiro","Demos","1/30/1986"
"1986-10-17","Junichi","Schwaller","10/17/1986"
"1986-12-01","Sibyl","Ruemmler","12/1/1986"
"1986-01-16","Tetsushi","Kamber","1/16/1986"
"1986-02-10","Suvo","Puppo","2/10/1986"
"1986-10-16","Zongyan","Veldwijk","10/16/1986"
"1986-04-24","Martien","Lyonns","4/24/1986"
"1986-03-20","Parviz","Restivo","3/20/1986"
"1986-01-04","Nahla","Rosaz","1/4/1986"
"1986-04-10","Teunis","Vuskovic","4/10/1986"
"1986-04-25","Golgen","Baezner","4/25/1986"
"1986-09-20","Fumitake","Gien","9/20/1986"
"1986-07-21","Lokesh","Molenaar","7/21/1986"
"1986-01-03","Taiji","Rajala","1/3/1986"
"1986-07-19","Tesuya","Barriga","7/19/1986"
"1986-10-19","Zissis","Shihab","10/19/1986"
"1986-06-26","Mototsugu","Scharstein","6/26/1986"
"1986-02-04","Noritoshi","Pero","2/4/1986"
"1986-08-02","Halsur","Krychniak","8/2/1986"
"1986-06-03","Aria","Emmart","6/3/1986"
"1986-08-13","Van","Luders","8/13/1986"
"1986-05-21","Paraskevi","Ramsey","5/21/1986"
"1986-07-09","Caolyn","Gewali","7/9/1986"
"1986-07-02","Guoxiang","Hennings","7/2/1986"
"1986-10-29","Emdad","Himler","10/29/1986"
"1986-11-12","Jinxi","Rosar","11/12/1986"
"1986-06-28","Arco","Gustavson","6/28/1986"
"1986-03-02","Martien","Msuda","3/2/1986"
"1986-12-26","Udaiprakash","Cardazo","12/26/1986"
"1986-04-01","Susumu","Maraist","4/1/1986"
"1986-12-14","Marsha","Redmiles","12/14/1986"
"1986-09-11","Fumiyo","Rajaraman","9/11/1986"
"1986-01-18","Mori","Hoogerwoord","1/18/1986"
"1986-03-05","Takahiro","Bernatsky","3/5/1986"
"1986-07-11","Sushant","Clouatre","7/11/1986"
"1986-01-26","Sreekrishna","Hofting","1/26/1986"
"1986-08-15","Geraldo","Bonifati","8/15/1986"
"1986-07-23","Yuriy","Yetim","7/23/1986"
"1986-05-29","Kristinn","Aloisi","5/29/1986"
"1986-07-10","Shigeaki","Roison","7/10/1986"
"1986-06-04","Mototsugu","Gini","6/4/1986"
"1986-06-12","Xiahua","Clemencon","6/12/1986"
"1986-10-24","Sedat","Poupard","10/24/1986"
"1986-04-19","Jeane","Birsak","4/19/1986"
"1986-02-06","Marlo","Zaiane","2/6/1986"
"1986-01-19","Tonny","Munch","1/19/1986"
"1986-03-30","Youssef","Linnainmaa","3/30/1986"
"1986-02-05","Srinidhi","Ramsak","2/5/1986"
"1986-01-19","Heng","Gaughan","1/19/1986"
"1986-05-25","Przemyslawa","Billawala","5/25/1986"
"1986-12-17","Berry","Moffat","12/17/1986"
"1986-01-28","Berto","Flowers","1/28/1986"
"1986-09-02","Luerbio","Cromarty","9/2/1986"
"1986-05-29","Surveyors","Gubsky","5/29/1986"
"1986-02-11","Lucian","Cooley","2/11/1986"
"1986-03-03","Adam","Copas","3/3/1986"
"1986-07-25","Constantine","Gien","7/25/1986"
"1986-11-30","Sasan","Neimat","11/30/1986"
"1986-05-10","Dung","Marrevee","5/10/1986"
"1986-01-05","Spyrose","Nations","1/5/1986"
"1986-05-27","Chenxi","Shiratori","5/27/1986"
"1986-05-17","Claudi","Schaap","5/17/1986"
"1986-09-14","Valeri","Khamsi","9/14/1986"
"1986-06-26","Minghong","Kalloufi","6/26/1986"
"1986-10-04","Odysseas","Baak","10/4/1986"
"1986-03-27","Wojceich","Kawashima","3/27/1986"
"1986-01-07","Mads","Picco","1/7/1986"
"1986-04-30","Richara","Koshino","4/30/1986"
"1986-05-24","Yolla","Reeken","5/24/1986"
"1986-09-25","Anneke","Mapelli","9/25/1986"
"1986-06-02","Heping","Hempstead","6/2/1986"
"1986-12-18","Roddy","Puppo","12/18/1986"
"1986-07-25","Gad","Koshiba","7/25/1986"
"1986-10-31","Rimli","Bade","10/31/1986"
"1986-12-06","Masanao","Peha","12/6/1986"
"1986-07-16","Yurij","Ramalingam","7/16/1986"
"1986-01-30","Vitali","Azevdeo","1/30/1986"
"1986-07-23","Richard","Luft","7/23/1986"
"1986-04-12","Tianruo","Cangellaris","4/12/1986"
"1986-06-18","Selwyn","Kranzdorf","6/18/1986"
"1986-12-02","Steen","Asser","12/2/1986"
"1986-12-27","Tzvetan","Katiyar","12/27/1986"
"1986-12-15","Palash","Krzyzanowski","12/15/1986"
"1986-01-09","Navid","Woycyznski","1/9/1986"
"1986-04-06","Takushi","Polajnar","4/6/1986"
"1986-08-08","Boutros","Atchley","8/8/1986"
"1986-01-04","Neelam","Calkin","1/4/1986"
"1986-11-16","Sanjai","Czap","11/16/1986"
"1986-06-08","Denis","Maginnis","6/8/1986"
"1986-11-13","Zvonko","Cmelik","11/13/1986"
"1986-12-23","Douadi","Birch","12/23/1986"
"1986-02-15","Uno","Ishibashi","2/15/1986"
"1986-03-03","Tonia","Cronin","3/3/1986"
"1986-11-04","Karlis","Openshaw","11/4/1986"
"1986-05-08","Randi","Mattern","5/8/1986"
"1986-05-11","Jasminko","Marciano","5/11/1986"
"1986-06-08","Ugo","Emiris","6/8/1986"
"1986-09-17","Chaosheng","Stanger","9/17/1986"
"1986-09-24","Oldrich","McConalogue","9/24/1986"
"1986-06-11","Patricia","Sadowski","6/11/1986"
"1986-05-16","Boriana","Antonisse","5/16/1986"
"1986-12-21","Eirik","Minakawa","12/21/1986"
"1986-06-06","Kristine","Murillo","6/6/1986"
"1986-06-24","Werner","Siksek","6/24/1986"
"1986-08-02","Rosine","Dulin","8/2/1986"
"1986-09-16","Mitchel","Mandell","9/16/1986"
"1986-05-18","Denny","Sankaranarayanan","5/18/1986"
"1986-01-05","Cristinel","Ghelli","1/5/1986"
"1986-03-26","Freyja","Llado","3/26/1986"
"1986-12-03","Aruna","Sadowski","12/3/1986"
"1986-06-28","Marco","Fargier","6/28/1986"
"1986-10-12","Deniz","Noriega","10/12/1986"
"1986-05-27","Junsik","Oaver","5/27/1986"
"1986-03-08","Magdalena","Dayana","3/8/1986"
"1986-12-27","Patricio","Selvestrel","12/27/1986"
"1986-07-01","Shuji","Brodal","7/1/1986"
"1986-10-29","Danae","Yetim","10/29/1986"
"1986-07-12","Hidefumi","Stellhorn","7/12/1986"
"1986-11-05","Oscar","Lung","11/5/1986"
"1986-07-18","Hugh","Leijenhorst","7/18/1986"
"1986-12-02","Tadahiro","Luan","12/2/1986"
"1986-05-21","Ulf","Poupard","5/21/1986"
"1986-05-10","Alejandro","Shackell","5/10/1986"
"1986-02-06","Val","Pargaonkar","2/6/1986"
"1986-05-16","Shuky","Mayerwieser","5/16/1986"
"1986-03-10","Dinah","Tramer","3/10/1986"
"1986-05-26","Hisao","Nastansky","5/26/1986"
"1986-05-04","Uma","Klerer","5/4/1986"
"1986-05-11","Danai","DuCasse","5/11/1986"
"1986-03-09","Mircea","Ishibashi","3/9/1986"
"1986-02-21","Shigeaki","Erman","2/21/1986"
"1986-09-17","Bouchung","Skrikant","9/17/1986"
"1986-03-16","Elliott","Kading","3/16/1986"
"1986-06-01","Shem","Grospietsch","6/1/1986"
"1986-05-02","Oscar","Picaronny","5/2/1986"
"1986-06-02","Fumiyo","Birch","6/2/1986"
"1986-01-15","Mohua","Ohori","1/15/1986"
"1986-08-26","Masaki","Eldridge","8/26/1986"
"1986-01-26","Zongyan","Yemenis","1/26/1986"
"1986-07-12","Adamantios","Billawala","7/12/1986"
"1986-12-08","Ymte","Kolvik","12/8/1986"
"1986-12-18","Mang","Strandh","12/18/1986"
"1986-05-09","Geoff","Kuszyk","5/9/1986"
"1986-05-27","Mari","Farrag","5/27/1986"
"1986-03-28","Francesca","Businaro","3/28/1986"
"1986-12-25","Parke","Albarhamtoshy","12/25/1986"
"1986-06-11","Berto","Trelles","6/11/1986"
"1986-10-22","Branimir","Gewali","10/22/1986"
"1986-07-11","Tran","Birrer","7/11/1986"
"1986-05-19","Sumali","Rosch","5/19/1986"
"1986-05-08","Arfst","Toyoshima","5/8/1986"
"1986-02-02","Sarita","Tsukune","2/2/1986"
"1986-05-01","Charlene","Figueira","5/1/1986"
"1986-04-05","Paris","Swift","4/5/1986"
"1986-06-30","Toney","Rosis","6/30/1986"
"1986-10-25","Gladys","Chenoweth","10/25/1986"
"1986-02-08","Billur","Eiter","2/8/1986"
"1986-12-15","Kersti","Miculan","12/15/1986"
"1986-01-06","Leif","Wrigley","1/6/1986"
"1986-01-08","Akeno","Yetto","1/8/1986"
"1986-01-09","Shao","Brattka","1/9/1986"
"1986-12-18","Alair","Weisert","12/18/1986"
"1986-08-07","Bojan","Sabnani","8/7/1986"
"1986-01-06","Zhensheng","Loncour","1/6/1986"
"1986-02-22","Nagui","Marciano","2/22/1986"
"1986-08-13","Niteen","Keustermans","8/13/1986"
"1986-09-24","Badri","Rettelbach","9/24/1986"
"1986-01-24","Yefim","Pettis","1/24/1986"
"1986-08-23","Oguz","Hofting","8/23/1986"
"1986-12-24","Tremaine","Middleton","12/24/1986"
"1986-07-19","Bedir","Peltason","7/19/1986"
"1986-11-03","Aron","Ratnakar","11/3/1986"
"1986-10-11","Moto","Anguita","10/11/1986"
"1986-02-25","Aram","Zolotykh","2/25/1986"
"1986-07-18","Arno","Veeraraghavan","7/18/1986"
"1986-12-28","Teruyuki","Cannard","12/28/1986"
"1986-05-11","Lucian","Sudkamp","5/11/1986"
"1986-12-22","Mart","Schaaf","12/22/1986"
"1986-04-08","Zhonghui","Heuser","4/8/1986"
"1986-06-27","Ottavia","Rohrbach","6/27/1986"
"1986-01-23","Macha","Hasham","1/23/1986"
"1986-08-15","Marke","Angelov","8/15/1986"
"1986-05-24","Eberhardt","Lindenbaum","5/24/1986"
"1986-08-07","Mohamadou","Zeilberger","8/7/1986"
"1986-08-11","Tayeb","Gyorkos","8/11/1986"
"1986-06-18","Ymte","Angot","6/18/1986"
"1986-04-26","Remko","Wielonsky","4/26/1986"
"1986-04-26","Seongbae","Axelband","4/26/1986"
"1986-04-02","Along","Schiper","4/2/1986"
"1986-09-27","Abdelghani","Hopewell","9/27/1986"
"1986-02-18","Hironobu","Michaels","2/18/1986"
"1986-03-13","Niclas","Schmiedel","3/13/1986"
"1986-02-27","Zito","Pramanik","2/27/1986"
"1986-05-19","Behnaam","Chandrasekhar","5/19/1986"
"1986-03-04","Susanne","Hennings","3/4/1986"
"1986-06-13","Nevin","Leppanen","6/13/1986"
"1986-12-06","Eldridge","Baba","12/6/1986"
"1986-10-15","Tomoyuki","Baik","10/15/1986"
"1986-03-23","Kshitij","Litecky","3/23/1986"
"1986-06-22","Aral","Parhami","6/22/1986"
"1986-09-07","Changho","Pettey","9/7/1986"
"1986-02-16","Apostol","Kropf","2/16/1986"
"1986-12-17","Candido","Kroll","12/17/1986"
"1986-03-20","Sarita","Koprowski","3/20/1986"
"1986-09-09","Lidong","Ebeling","9/9/1986"
"1986-08-11","Sham","Litzkow","8/11/1986"
"1986-07-30","Guenter","Suermann","7/30/1986"
"1986-07-03","Adamantios","Hatcliff","7/3/1986"
"1986-02-06","Jacopo","Buescher","2/6/1986"
"1986-01-10","Nikolaus","Schaft","1/10/1986"
"1986-11-08","Shahid","Klerer","11/8/1986"
"1986-08-28","Jixiang","Geffroy","8/28/1986"
"1986-02-17","Reuven","Escriba","2/17/1986"
"1986-12-12","Evgueni","Maccarone","12/12/1986"
"1986-10-27","Alagu","Birsak","10/27/1986"
"1986-06-05","Torsten","Lodder","6/5/1986"
"1986-04-09","Nevin","Matzel","4/9/1986"
"1986-03-17","Jackson","Chinal","3/17/1986"
"1986-08-12","Oscal","Cools","8/12/1986"
"1986-08-14","Shigeichiro","Stamatiou","8/14/1986"
"1986-10-22","Sandeepan","Waschkowski","10/22/1986"
"1986-10-01","Licheng","Shimshoni","10/1/1986"
"1986-03-28","Mamdouh","Wendorf","3/28/1986"
"1986-09-22","Sadun","Madeira","9/22/1986"
"1986-11-29","Kazuhito","Luby","11/29/1986"
"1986-04-22","Arif","Lamba","4/22/1986"
"1986-08-13","Mountaz","Sidou","8/13/1986"
"1986-11-14","Parviz","Baaleh","11/14/1986"
"1986-06-09","Berna","Kalsbeek","6/9/1986"
"1986-04-01","Oscal","Mahmud","4/1/1986"
"1986-07-03","Alexius","Kampfer","7/3/1986"
"1986-04-02","Zhonghui","Bugaenko","4/2/1986"
"1986-02-01","Waiman","Ventosa","2/1/1986"
"1986-04-24","Dekang","Engberts","4/24/1986"
"1986-11-09","Jaana","Vingron","11/9/1986"
"1986-08-24","Parto","Oppitz","8/24/1986"
"1986-08-13","Tze","Kuszyk","8/13/1986"
"1986-11-28","Abdelaziz","Vitiello","11/28/1986"
"1986-03-11","Jiakeng","Terekhov","3/11/1986"
"1986-02-12","Bedir","Reeken","2/12/1986"
"1986-03-29","Zijian","Cooley","3/29/1986"
"1986-06-18","Zhenbing","Brodie","6/18/1986"
"1986-02-26","Lidong","Mattern","2/26/1986"
"1986-04-08","Sumant","Hainaut","4/8/1986"
"1986-08-30","Odoardo","Fujisaki","8/30/1986"
"1986-03-10","Lihong","Monarch","3/10/1986"
"1986-07-09","Syozo","Conry","7/9/1986"
"1986-01-24","Georgy","Tyugu","1/24/1986"
"1986-06-05","Percy","Iivonen","6/5/1986"
"1986-05-12","Byong","Hanratty","5/12/1986"
"1986-04-10","Lunjin","Kirkerud","4/10/1986"
"1986-05-11","Alselm","Veeraraghavan","5/11/1986"
"1986-03-21","Rosine","Munck","3/21/1986"
"1986-12-26","Shahaf","Kitai","12/26/1986"
"1986-12-29","Kwee","Khamsi","12/29/1986"
"1986-07-19","JiYoung","Skafidas","7/19/1986"
"1986-10-16","Quingbo","Oppitz","10/16/1986"
"1986-02-04","Somnath","Schneeberger","2/4/1986"
"1986-12-05","Chanjung","Thummel","12/5/1986"
"1986-06-26","Xumin","Zirintsis","6/26/1986"
"1986-01-20","Chikako","Weiland","1/20/1986"
"1986-11-20","Remzi","Heuser","11/20/1986"
"1986-03-05","Jianhua","Gecsei","3/5/1986"
"1986-01-11","Mohua","Neiman","1/11/1986"
"1986-03-21","Nigel","Emiris","3/21/1986"
"1986-06-19","Subir","McFarlin","6/19/1986"
"1986-12-16","Kerryn","Wrigley","12/16/1986"
"1986-05-09","Harjit","Axelband","5/9/1986"
"1986-05-02","Yechezkel","Remmele","5/2/1986"
"1986-10-23","Christoper","Schoegge","10/23/1986"
"1986-10-24","Jiong","Rindone","10/24/1986"
"1986-09-20","Nevio","Pappas","9/20/1986"
"1986-01-24","Tru","Casperson","1/24/1986"
"1986-07-14","Krister","Murtha","7/14/1986"
"1986-07-30","Tesuro","Spell","7/30/1986"
"1986-08-08","Toshiko","Honiden","8/8/1986"
"1986-09-08","Mary","Callaway","9/8/1986"
"1986-05-09","Morris","Gopalakrishnan","5/9/1986"
"1986-07-12","Gian","Ranai","7/12/1986"
"1986-09-20","Shunichi","Glinert","9/20/1986"
"1986-10-06","Paraskevi","Motley","10/6/1986"
"1986-02-11","Lokesh","Nastansky","2/11/1986"
"1986-01-15","Jaideep","Boissier","1/15/1986"
"1986-10-16","Gil","Lanphier","10/16/1986"
"1986-12-22","Saeed","Bierbaum","12/22/1986"
"1986-10-25","Aluzio","Leonhardt","10/25/1986"
"1986-11-14","Tze","Zielinski","11/14/1986"
"1986-03-16","Shugo","Braunmuhl","3/16/1986"
"1986-09-20","Pradeep","Moffat","9/20/1986"
"1986-04-26","Aran","Vitiello","4/26/1986"
"1986-09-02","Rimli","Steenbeek","9/2/1986"
"1986-09-11","Leucio","Calkin","9/11/1986"
"1986-08-31","Yuqun","Hardjono","8/31/1986"
"1986-01-30","Mokhtar","Zultner","1/30/1986"
"1986-02-03","Remko","Farris","2/3/1986"
"1986-03-10","Satoru","Larfeldt","3/10/1986"
"1986-05-08","Lein","Roisin","5/8/1986"
"1986-10-31","Marjo","Kranzdorf","10/31/1986"
"1986-09-30","Badri","Benantar","9/30/1986"
"1986-01-19","Xiaopeng","Guting","1/19/1986"
"1986-09-14","Chinya","Conti","9/14/1986"
"1986-09-18","Lubomir","Iwayama","9/18/1986"
"1986-03-15","Shirish","Tibblin","3/15/1986"
"1986-07-25","Dekang","Radivojevic","7/25/1986"
"1986-07-23","Genevieve","Lichtner","7/23/1986"
"1986-01-29","Moty","Kawashima","1/29/1986"
"1986-07-16","Sergi","Grospietsch","7/16/1986"
"1986-07-08","Bouchung","Belinskaya","7/8/1986"
"1986-01-31","Pintsang","Couchot","1/31/1986"
"1986-11-21","Mircea","Mitzlaff","11/21/1986"
"1986-12-11","Sanjoy","Glinert","12/11/1986"
"1986-06-20","Tesuya","Guting","6/20/1986"
"1986-10-08","Arch","Yemenis","10/8/1986"
"1986-03-29","Mads","Kropf","3/29/1986"
"1986-05-30","Sivanarayana","Michaeli","5/30/1986"
"1986-01-03","Hyuckchul","Nitto","1/3/1986"
"1986-03-24","Ult","Marrakchi","3/24/1986"
"1986-03-12","Paris","Dichev","3/12/1986"
"1986-03-03","Mayuri","Ratnakar","3/3/1986"
"1986-12-30","Jackson","Leivant","12/30/1986"
"1986-02-23","Ramya","Facello","2/23/1986"
"1986-04-13","Dmitry","Rissland","4/13/1986"
"1986-09-27","Malu","Murtagh","9/27/1986"
"1986-06-05","Conor","Birrer","6/5/1986"
"1986-10-24","Satoru","Michaels","10/24/1986"
"1986-03-20","Huai","Blokdijk","3/20/1986"
"1986-04-25","Barry","Redmiles","4/25/1986"
"1986-11-27","Fai","Lowrie","11/27/1986"
"1986-06-26","Maik","Binkley","6/26/1986"
"1986-02-07","Emdad","Gammage","2/7/1986"
"1986-03-31","Jiafu","Clouatre","3/31/1986"
"1986-12-24","Subhankar","Schapire","12/24/1986"
"1986-08-26","Sumali","Maliniak","8/26/1986"
"1986-12-23","Youpyo","Yemenis","12/23/1986"
"1986-03-27","Venkatesan","Gonthier","3/27/1986"
"1986-12-08","Sakthirel","Camurati","12/8/1986"
"1986-12-30","Rosalie","Besancenot","12/30/1986"
"1986-09-28","Arunas","Asmuth","9/28/1986"
"1986-12-19","Jaideep","Shumilov","12/19/1986"
"1986-06-25","Giap","Siprelle","6/25/1986"
"1986-06-04","Goh","Cmelik","6/4/1986"
"1986-04-17","Nitsan","Snedden","4/17/1986"
"1986-04-23","Ashish","Wossner","4/23/1986"
